Names,Storage,Prices,Conditions,Cities,Areas
New Laptop HP Pavilion 15 16GB Intel Core I7,SSD,10500,Brand New,Ashanti,Kumasi Metropolitan
New Laptop HP EliteBook X360 1030 G2 8GB Intel Core I7,SSD,4700,Brand New,Greater Accra,Madina
Laptop Dell XPS M2010 8GB Intel Core I5,HDD,3200,Used,Greater Accra,Dansoman
Laptop Lenovo ThinkPad T450 8GB Intel Core I5,SSD,2800,Used,Ashanti,Kumasi Metropolitan
Laptop,Hard,150,Brand New,Greater Accra,Ablekuma
New Desktop Computer MSI Gaming 24 6QE 16GB AMD Ryzen,SSD,13000,Brand New,Greater Accra,Accra Metropolitan
Desktop Computer Dell OptiPlex 3090 4GB Intel Core I5,HDD,900,Used,Greater Accra,Kasoa
Laptop Dell Vostro 15 3568 4GB Intel Core I3,HDD,2150,Used,Greater Accra,Accra Metropolitan
Laptop HP EliteBook 840 G5 8GB Intel Core I5,SSD,4000,Used,Greater Accra,Dansoman
New Gigabyte GA-H110MSTX-HD3-ZK 32GB Intel Core I9,SSD,35900,Brand New,Greater Accra,Darkuman
New Desktop Computer 8GB Intel Core I5,SSD,10899,Brand New,Greater Accra,Pokuase
Laptop Table,Unknown,150,Brand New,Greater Accra,Accra Metropolitan
Laptop HP Chromebook 14 4GB Intel SSD,16,800,Used,Greater Accra,Circle
New Desktop Computer MSI Gaming 24 6QE 4K 16GB Intel Core I7,SSD,10899,Brand New,Greater Accra,Awoshie
Desktop Computer Dell OptiPlex 5050 16GB Intel Core I5,SSD,1600,Used,Greater Accra,Weija
Laptop Lenovo Yoga 11e 4GB Intel,SSD,1800,Used,Greater Accra,Circle
Laptop HP Envy Dv6 8GB Intel Core I5,HDD,2590,Used,Greater Accra,Sowutwuom
Laptop Lenovo ThinkPad T470s 4GB Intel Core I5,HDD,1800,Unknown,Greater Accra,Ablekuma
Laptop HP Pavilion 14 8GB Intel Core I5,SSD,2600,Used,Greater Accra,Lapaz
Laptop RAM,DDR4,200,Brand New,Greater Accra,Kokomlemle
New Desktop Computer Dell Vostro 3900 8GB Intel Core I5,HDD,7950,Brand New,Ashanti,Kumasi Metropolitan
Laptop HP ProBook 430 G6 8GB Intel Core I5,SSD,3480,Used,Greater Accra,Adenta
Laptop Acer Aspire 1 4GB Intel Pentium,HDD,1350,Used,Greater Accra,Circle
New Laptop Apple MacBook Air 8GB Apple M2,SSD,13999,Brand New,Ashanti,Kumasi Metropolitan
New Laptop Dell Adamo Onyx 4GB Intel Celeron,eMMC,1600,Brand New,Western Region,Takoradi
New Laptop Dell Alienware 13 R3 4GB Intel Celeron,HDD,500,Brand New,Greater Accra,Kokomlemle
Laptop Apple MacBook Air 2024 M3 13-Inch 8GB Apple M3,SSD,15500,Used,Greater Accra,Kokomlemle
Laptop HP ProBook 640 G4 8GB Intel Core I5,SSD,3500,Used,Greater Accra,Kasoa
Laptop HP ProBook 430 G5 16GB Intel Core I7,SSD,4500,Used,Greater Accra,Kasoa
Laptop HP ProBook 6460B 4GB Intel Core I5,HDD,1200,Used,Ashanti,Kumasi Metropolitan
New Desktop Computer Gigabyte GB-BACE-3010 64GB AMD,Ryzen,14300,Brand New,Greater Accra,Darkuman
Top Chigo Smart,TV,6799,Unknown,Greater Accra,Osu
Laptop HP Pavilion 15 8GB Intel Core I7,HDD,3250,Used,Greater Accra,Adabraka
New Laptop HP 14-Dq1088wm 4GB Intel Core I3,HDD,1900,Brand New,Greater Accra,Circle
Laptop Lenovo ThinkPad T460s 20GB Intel Core I7,SSD,4000,Used,Greater Accra,Kokomlemle
Samsung S6 Edge Plus,Silence,45,Brand New,Greater Accra,Haatso
HP Laptop Charger Big,Pin,500,Used,Ashanti,Kumasi Metropolitan
New Laptop HP Envy 13t 8GB Intel Core I7,SSD,15000,Brand New,Greater Accra,Kokomlemle
Laptop Lenovo ThinkBook 15s Gen 2 24GB Intel Core I7,SSD,7700,Used,Greater Accra,Kokomlemle
Laptop HP ProBook 640 G5 16GB Intel Core I5,SSD,339533500,Used,Greater Accra,Kokomlemle
Laptop Fujitsu 4GB Intel Core I3,SSD,1700,Used,Greater Accra,Ablekuma
Laptop Lenovo Yoga 11e 4GB Intel Celeron,SSD,2000,Used,Greater Accra,Accra Metropolitan
Laptop HP Spectre X360 13 8GB Intel Core I7,SSD,6000,Used,Greater Accra,Circle
Fresh in Box Studio 7 Onyx Harman Kardon Speaker,Plus,3499,Brand New,Greater Accra,Adabraka
DDR3 4gb PC3L,Laptop,120,Brand New,Greater Accra,Ashaiman Municipal
Brand New Portable,Bluetooth,750,Brand New,Greater Accra,Accra Metropolitan
Desktop Computer Dell OptiPlex 3010 4GB Intel Core I7,HDD,1300,Used,Greater Accra,Kasoa
New Laptop Acer Aspire 5 16GB Intel Core I7,SSD,8499,Brand New,Greater Accra,East Legon
Laptop Dell Latitude 7280 16GB Intel Core I7,SSD,3400,Used,Greater Accra,East Legon
Surface Laptop,Screen,2500,Used,Greater Accra,Kokomlemle
Laptop HP 15 8GB AMD A6,SSD,1500,Used,Greater Accra,Adenta
Laptop Asus X555LA 8GB Intel Core I7,HDD,3500,Used,Greater Accra,Cantonments
Laptop Asus X502CA 4GB Intel Core I3,HDD,1699,Used,Greater Accra,Adenta
Desktop Computer Dell OptiPlex 3020 8GB Intel Core I5,HDD,1750,Used,Ashanti,Kumasi Metropolitan
N99 Laptop Cooling Pad Fan,12-17,200,Brand New,Greater Accra,Kokomlemle
Laptop Dell Latitude 7280 8GB Intel Core I7,SSD,3800,Used,Greater Accra,Adabraka
Desktop Computer Dell OptiPlex 5060 8GB Intel Core I5,HDD,1950,Used,Ashanti,Kumasi Metropolitan
Mac Book 61watts Type,C,330,Brand New,Greater Accra,Kokomlemle
Brand New 16gb Single Stick DDR3L,Laptop,570,Brand New,Greater Accra,Weija
Original Dell Laptop Battery ( 6MT4T ) for E5470,/,450,Brand New,Greater Accra,Accra New Town
Desktop Computer Apple iMac Pro 8GB Intel Core I5,HDD,4300,Used,Greater Accra,Accra Metropolitan
Battery for HP 919700-850 JC04 JC03,Laptop,200,Brand New,Greater Accra,Circle
Laptop HP Pavilion 15 4GB AMD,HDD,1000,Used,Ashanti,Kumasi Metropolitan
Laptop Lenovo ThinkPad P52 16GB Intel Core I7,SSD,8500,Used,Greater Accra,Accra Metropolitan
Tp-Link Usb Wifi,Adapter,120,Unknown,Greater Accra,Lapaz
Laptop Apple MacBook Pro 2016 8GB Intel Core M,SSD,5000,Used,Greater Accra,Tema Metropolitan
Laptop HP EliteBook 1040 G3 8GB Intel Core I5,SSD,3700,Used,Greater Accra,Kokomlemle
Laptop Lenovo Thinkpad T490s 8GB Intel Core I5,SSD,4999,Used,Greater Accra,East Legon
Desktop Computer Lenovo ThinkCentre M93 4GB Intel Core I5,HDD,850,Used,Greater Accra,Kasoa
"Anker Powercore III Elite 19,200mah 60W",Power,1100,Brand New,Greater Accra,Accra Metropolitan
New Laptop Dell 8GB Intel Core I5,SSD,8500,Brand New,Greater Accra,Okponglo
Laptop Lenovo Yoga 710 8GB Intel Core I5,SSD,7000,Used,Greater Accra,Lapaz
Desktop Computer Dell OptiPlex 3010 8GB Intel Core I5,HDD,800,Used,Ashanti,Kumasi Metropolitan
Desktop Computer Dell 16GB Intel Core I7,HDD,2650,Used,Greater Accra,Kasoa
Digital Amplifier,Multimedia,700,Used,Ashanti,Kumasi Metropolitan
Canon EOS M50 Mark II Wifi Bluetooth,Mirrorless,12500,Brand New,Greater Accra,Accra Metropolitan
New Laptop HP Pavilion 15 12GB Intel Core I5,SSD,10800,Brand New,Greater Accra,Madina
Ugreen 2in1 Micro USB M + Type C M to USB 3.0 F,-,120,Brand New,Greater Accra,Accra Metropolitan
Lexar 512gb,External,800,Brand New,Greater Accra,Madina
Laptop HP X2 8GB Intel Core I7,SSD,5200,Used,Greater Accra,Circle
Laptop Dell Latitude E5430 8GB Intel Core I5,HDD,2299,Used,Western Region,Shama Ahanta East Metropolitan
New Desktop Computer MSI Gaming 24GE 2QE 4K 32GB AMD Ryzen,SSD,12600,Brand New,Greater Accra,Osu
New Laptop HP Pavilion 14 8GB Intel Core I5,SSD,10500,Brand New,Greater Accra,Madina
New Desktop Computer 16GB AMD Ryzen,SSD,12000,Brand New,Greater Accra,Accra Metropolitan
Laptop HP EliteBook 850 G3 8GB Intel Core I7,SSD,3000,Used,Greater Accra,Accra Metropolitan
Laptop Keyboard HP,Compaq,90,Brand New,Western Region,Shama Ahanta East Metropolitan
New Laptop HP EliteBook 850 G8 8GB Intel Core I5,SSD,6000,Brand New,Greater Accra,Accra Metropolitan
Laptop Apple MacBook Pro 2022 M2 8GB Apple M2,SSD,14800,Used,Greater Accra,Accra Metropolitan
New Desktop Computer HP 200 G4 4GB Intel Core I3,HDD,8992,Brand New,Greater Accra,East Legon
Wireless Bluetooth Keyboard And,Mouse,120,Brand New,Ashanti,Kumasi Metropolitan
Laptop HP Pavilion 15 8GB Intel Core I5,SSD,3500,Used,Greater Accra,Adabraka
New Laptop Apple MacBook Pro 2022 M2 8GB Apple M2,SSD,12899,Brand New,Greater Accra,Nungua
Super Slim Small Connector Laptop,Screen,450,Brand New,Greater Accra,Circle
Laptop HP EliteBook 830 G5 8GB Intel Core I5,SSD,4400,Used,Greater Accra,Tema Metropolitan
New Laptop Lenovo 16GB AMD Ryzen,SSD,6000,Brand New,Greater Accra,Spintex
New Laptop Acer Aspire V5-531 4GB Intel Pentium,HDD,1500,Brand New,Greater Accra,Circle
New Laptop HP ProBook 640 8GB Intel Core I5,SSD,8000,Brand New,Greater Accra,East Legon
Laptop HP EliteBook 840 G4 8GB Intel Core I5,SSD,3299,Used,Greater Accra,Agbogba
Desktop Computer Apple iMac 16GB Intel Core I5,SSD,5000,Used,Greater Accra,Accra Metropolitan
HP,Probook,170,Brand New,Greater Accra,Circle
Laptop HP EliteBook 850 G8 16GB Intel Core I7,SSD,7500,Used,Greater Accra,Adenta
New Laptop HP 14z 8GB Intel Core I5,SSD,7500,Brand New,Greater Accra,Accra Metropolitan
Laptop Dell Latitude E7450 8GB Intel Core I5,SSD,2500,Used,Ashanti,Kumasi Metropolitan
New Laptop Dell Vostro 3550 8GB Intel Core I5,SSD,11000,Brand New,Greater Accra,Spintex
HP Wired Desktop 320M Mouse,Original,150,Brand New,Greater Accra,East Legon
New Desktop Computer Gigabyte GB-BKi5HA-7200 64GB Intel Core I9,SSD,36000,Brand New,Greater Accra,Darkuman
Dell,N4010,200,Brand New,Greater Accra,Accra Metropolitan
Lenovo Ac Adapter,Charger,170,Brand New,Greater Accra,Circle
Laptop Dell Latitude 5300 8GB Intel Core I5,SSD,3000,Used,Greater Accra,Spintex
New Laptop Lenovo Ideapad Gaming 3 16GB Intel Core I5,SSD,7999,Brand New,Greater Accra,Accra Metropolitan
Original,Laptop,80,Unknown,Greater Accra,Kokomlemle
New Laptop Lenovo IdeaPad S205 4GB Intel Celeron,HDD+SSD,1950,Brand New,Greater Accra,Circle
New Laptop Asus 16GB Intel Core I7,SSD,45000,Brand New,Greater Accra,Accra Metropolitan
Laptop HP 15 4GB AMD A6,HDD,1800,Used,Greater Accra,Kwashieman
Laptop Dell Latitude 3560 4GB Intel Core I3,HDD,1800,Used,Greater Accra,Accra Metropolitan
New Desktop Computer Gigabyte GB-BACE-3010 32GB Intel Core,i7,18600,Brand New,Greater Accra,Kaneshie
Laptop Asus A52JU 8GB Intel Core I7,HDD,2150,Used,Greater Accra,Spintex
Original HP,Battery,550,Brand New,Greater Accra,Tesano
Gray Cover Macbook Pro 13,Inch,300,Brand New,Greater Accra,Osu
Laptop Sony VAIO 15E F15218SN 8GB Intel Core I7,SSD,3800,Used,Greater Accra,Adenta
New Laptop Sony VAIO E15125CN 8GB Intel,HDD+SSD,1700,Brand New,Greater Accra,Circle
New Laptop HP EliteBook 1040 G3 8GB Intel Core I5,SSD,3890,Brand New,Greater Accra,Dzorwulu
New Laptop Lenovo 8GB AMD Ryzen,SSD,9000,Brand New,Greater Accra,Osu
Laptop Dell Latitude E6420 8GB Intel Core I5,HDD,3500,Used,Greater Accra,Dansoman
Laptop Dell Inspiron 14 3452 4GB Intel Celeron,SSD,1550,Used,Greater Accra,Accra Metropolitan
Brand New 256gb Ultra Sandisk,Memory,300,Brand New,Greater Accra,Weija
13-14 Inches Waterproof Laptop/Macbook Bag,(FREE,250,Unknown,Greater Accra,Gbawe
Laptop HP EliteBook 1040 G4 8GB Intel Core I7,SSD,5000,Used,Greater Accra,Kokomlemle
Laptop HP EliteBook 840 G4 8GB Intel Core I5,SSD,2500,Used,Greater Accra,Accra Metropolitan
Laptop HP ProBook 4340S 8GB Intel Core I5,HDD,1300,Used,Greater Accra,Madina
Laptop Lenovo 8GB Intel Core I5,SSD,2600,Used,Greater Accra,Tema Metropolitan
Kaspersky Small Office Security for 10 Devices +,10,1900,Unknown,Greater Accra,Darkuman
New Laptop Dell Inspiron 14 16GB AMD Ryzen 5,SSD,8500,Brand New,Greater Accra,Dansoman
Universal Modem or,Wireless,120,Brand New,Greater Accra,Circle
Laptop Lenovo Yoga 11e 4GB Intel Pentium,SSD,1450,Used,Greater Accra,Adenta
Wireless Bluetooth 5.1 Kids LED Light Stereo,Music,340,Brand New,Greater Accra,Accra Metropolitan
Laptop HP EliteBook 840 G5 16GB Intel Core I7,SSD,4900,Used,Greater Accra,Dansoman
Laptop Toshiba Satellite L50 8GB Intel Core I7,HDD,2600,Used,Greater Accra,Madina
New Laptop Acer Aspire 5 8GB Intel Core I3,HDD+SSD,1900,Brand New,Western Region,Takoradi
USB 3.0/3.1 Hub +,Card,130,Brand New,Western Region,Takoradi
HP X500 Optical Wired USB Mouse With,Long,30,Brand New,Greater Accra,Achimota
This Is Original Dell Nylon Backpack15.6 Inches,Laptop,220,Unknown,Greater Accra,Accra Metropolitan
Lenovo 65W 20V 3.25A Standard USB Type-C AC,Adapter,220,Brand New,Greater Accra,Dome
Laptop Dell Latitude 7480 8GB Intel Core I5,SSD,2399,Used,Greater Accra,Weija
Laptop Asus X540LA 8GB AMD A10,HDD,2800,Used,Western Region,Takoradi
New Desktop Computer HP 8GB Intel Core I3,HDD,8900,Brand New,Greater Accra,Tesano
Wilson,Bag,250,Brand New,Greater Accra,Lapaz
New HDMI,Cable,249,Brand New,Greater Accra,Ga West Municipal
Laptop Lenovo Yoga 11e 4GB Intel Pentium,SSD,1450,Used,Greater Accra,Adenta
New Laptop Apple MacBook Pro 2021 M1 16GB Apple M1 Pro,SSD,24500,Brand New,Greater Accra,Kokomlemle
Laptop HP Pavilion 15 16GB AMD Ryzen 7,SSD,9500,Used,Greater Accra,Agbogba
Tigernu 15.6-Inch Laptop,Travel,299,Brand New,Greater Accra,Accra Metropolitan
Laptop Dell Precision 15 7520 16GB Intel Core I7,SSD,7500,Used,Greater Accra,Accra Metropolitan
Laptop HP ProBook 4340S 8GB Intel Core I5,HDD,799,Used,Greater Accra,Lapaz
1tb WD Black Sn770 Pcie Nvme M.2 Gen 4 X 4,PS5,2350,Brand New,Greater Accra,East Legon
This Is Original Dell Nylon Backpack15.6 Inches,Laptop,220,Unknown,Greater Accra,Accra Metropolitan
Laptop Asus ASUSPRO P2440UA 16GB Intel Core I7,SSD,7000,Used,Greater Accra,Circle
Laptop Lenovo ThinkPad T480 8GB Intel Core I5,SSD,4750,Used,Greater Accra,Accra Metropolitan
HP,Nu03xl,350,Brand New,Western Region,Takoradi
New Desktop Computer MSI Gaming 24GE 2QE 4K 16GB AMD,Ryzen,15400,Brand New,Greater Accra,Madina
Laptop Dell Inspiron 13 7000 8GB Intel Core I5,SSD,5000,Used,Greater Accra,Kokomlemle
Original DELL 93FTF,Laptop,800,Brand New,Greater Accra,East Legon
Dell Neoprene Sleeve for,Laptops,264,Brand New,Greater Accra,Accra Metropolitan
Desktop Computer Dell OptiPlex 9020 8GB Intel Core I5,HDD,1250,Used,Greater Accra,Kasoa
3.5 HDD,External,160,Brand New,Greater Accra,Circle
Hp Laptop Charger Round,Big,140,Used,Ashanti,Kumasi Metropolitan
Inbuilt,Laptop,320,Brand New,Greater Accra,Circle
Laptop Dell Latitude V3540 8GB Intel Core I5,SSD,2300,Unknown,Ashanti,Kumasi Metropolitan
Mini 25 In1 Magnetic Precision Screwdriver Phone PC,Repair,190,Brand New,Greater Accra,Airport Residential Area
Laptop Dell Inspiron 5565 8GB Intel Core I5,HDD,2700,Used,Ashanti,Kumasi Metropolitan
Laptop Apple MacBook Air 2017 8GB Intel Core I5,SSD,3900,Used,Greater Accra,Kokomlemle
Laptop HP EliteBook 1040 8GB Intel Core I5,SSD,2990,Used,Greater Accra,Adabraka
New Laptop Apple MacBook Pro 2022 M2 16GB Apple M2,SSD,29000,Brand New,Greater Accra,Accra Metropolitan
Laptop HP Spectre X360 15 24GB Intel Core I7,SSD,8800,Used,Greater Accra,Kokomlemle
Laptop HP Envy X360 15-Cp0013nr 16GB Intel Core I5,SSD,5300,Used,Greater Accra,Kokomlemle
Laptop Dell Inspiron 15 3567 8GB Intel Core I3,HDD,1800,Used,Greater Accra,Achimota
Laptop HP Envy 16 Gaming 16-H1023dx 16GB Intel Core I7,HDD+SSD,4500,Used,Greater Accra,Kasoa
Laptop Dell 16GB Intel Core I7,SSD,5999,Used,Greater Accra,Tema Metropolitan
Laptop HP Pavilion 15 16GB Intel,SSD,3200,Used,Greater Accra,Accra Metropolitan
Swissgear,Laptop,150,Unknown,Greater Accra,Accra Metropolitan
Laptop Toshiba Satellite C55 8GB Intel Core I5,HDD,2800,Used,Greater Accra,Accra Metropolitan
New Laptop HP Envy X360 8GB Intel Core I5,SSD,10000,Brand New,Greater Accra,Dansoman
Acer,Laptop,250,Brand New,Central Region,Mfantsiman Municipal
Laptop Asus TUF Gaming FX504 4GB Intel Celeron,HDD,1500,Used,Greater Accra,Sowutwuom
Kingfast F10 Pro,SSD,650,Brand New,Greater Accra,Accra Metropolitan
Laptop Dell 8GB Intel Core I3,SSD,2100,Used,Greater Accra,Tema Metropolitan
Laptop HP Pavilion 14 8GB Intel Core I5,SSD,5500,Used,Greater Accra,Tema Metropolitan
Laptop Apple MacBook Air 2017 8GB Intel Core I5,SSD,3600,Used,Greater Accra,Pokuase
Microsoft Bluetooth Mouse,‎RJN-00001,556,Brand New,Ashanti,Kumasi Metropolitan
Laptop Asus 4GB Intel,SSD,1500,Used,Greater Accra,Tema Metropolitan
Laptop Lenovo ThinkPad T440 8GB Intel Core I5,SSD,2050,Used,Ashanti,Kumasi Metropolitan
Laptop Lenovo 4GB Intel Core I5,HDD,2700,Used,Greater Accra,Accra Metropolitan
All HP,Laptop,20,Brand New,Greater Accra,Kokomlemle
New Laptop Dell Latitude 5400 16GB Intel Core I7,SSD,4950,Brand New,Greater Accra,Accra Metropolitan
New Desktop Computer HP 200 G4 All-in-One 4GB Intel Core I3,HDD,8000,Brand New,Greater Accra,East Legon
Original Lenovo 00HW022 Laptop Battery for T460s,T470s,370,Brand New,Greater Accra,Accra New Town
Laptop Lenovo ThinkPad T450 8GB Intel Core I5,SSD,2600,Used,Greater Accra,Spintex
Universal,Laptop,99,Brand New,Greater Accra,Tema Metropolitan
Laptop Alienware Area-51m 32GB Intel Core i7,SSD,21500,Used,Greater Accra,Agbogba
Desktop Computer HP ProDesk 400 8GB Intel Core I5,HDD,2000,Used,Greater Accra,Tema Metropolitan
Diplomat Briefcase,Unknown,350,Unknown,Greater Accra,Oyarifa
Black,Fashionable,200,Unknown,Greater Accra,East Legon
New Laptop MSI GF63 8GB Intel Core I5,SSD,7889,Brand New,Greater Accra,Achimota
Laptop HP Pavilion 15 8GB Nvidia,HDD+SSD,1200,Unknown,Greater Accra,Circle
iPad Pro 11-Inches ESR Ascend Keyboard,Case(,1750,Brand New,Greater Accra,Circle
Desktop Computer Apple Mac Mini 8GB Intel Core I5,HDD,2500,Used,Greater Accra,Circle
Laptop Toshiba Satellite C50 8GB Intel Core I7,SSD,3550,Used,Brong Ahafo,Sunyani Municipal
New Laptop Apple MacBook Pro 2020 8GB Apple M2,SSD,16000,Brand New,Greater Accra,Circle
Laptop HP EliteBook 1040 G4 16GB Intel Core I5,SSD,5400,Used,Greater Accra,Dansoman
New Laptop Alienware Area-51m 16GB AMD Ryzen,SSD,26000,Brand New,Greater Accra,Accra Metropolitan
New Laptop HP 14S 6GB Intel Core I7,HDD+SSD,2500,Brand New,Brong Ahafo,Asunafo North Municipal
WD BLUE 3D NAND Solid State 2.5 Drive ( 500GB ),Brand,600,Brand New,Greater Accra,Kokomlemle
New Desktop Computer 16GB Intel Core I5,SSD,4870,Brand New,Greater Accra,Dansoman
New Laptop Microsoft Surface Laptop 5 8GB Intel Core I7,SSD,12800,Brand New,Greater Accra,Kokomlemle
Laptop Apple MacBook Air 2020 M1 8GB Apple M1,SSD,13500,Used,Greater Accra,Spintex
New Laptop Lenovo IdeaPad 530S 12GB Intel Core I7,SSD,10500,Brand New,Greater Accra,East Legon
Laptop HP EliteBook 1030 8GB Intel Core I5,SSD,4500,Used,Greater Accra,Adabraka
Shop Authentic 100% Cotton Men's Boxer Shorts,At,25,Unknown,Greater Accra,Accra Metropolitan
Acer AP13F3N 2icp4/63/114-2 S7-392,Original,250,Brand New,Western Region,Takoradi
Laptop Acer 4GB Intel Core I3,HDD,1700,Used,Greater Accra,Tema Metropolitan
Wholesale Laptop and Phone Batteries for,All,150,Brand New,Greater Accra,Haatso
Laptop Lenovo Thinkpad T490s 16GB Intel Core I5,SSD,3800,Used,Greater Accra,Accra Metropolitan
New Gigabyte GA-H110MSTX-HD3-ZK 32GB Intel Core I7,SSD,17900,Brand New,Greater Accra,Darkuman
Laptop Lenovo ThinkPad X260 8GB Intel Core I7,SSD,2800,Used,Greater Accra,Circle
Laptop Apple MacBook 2017 8GB Intel Core 2 Duo,SSD,4500,Used,Greater Accra,Tema Metropolitan
Laptop HP EliteBook 840 G3 16GB Intel Core I5,SSD,3300,Used,Greater Accra,Adenta
New Laptop HP 15 8GB Intel Core I5,SSD,17000,Brand New,Greater Accra,Tesano
Laptop Dell XPS 13 16GB Intel Core I7,SSD,5500,Used,Greater Accra,Achimota
6in1 OTG Adapter For,All,400,Brand New,Greater Accra,East Legon
New Laptop HP 4GB Intel Core I3,HDD,5399,Brand New,Greater Accra,Adabraka
SL 3.1ch Bluetooth Home Theater,Speaker,540,Brand New,Greater Accra,Alajo
Laptop Lenovo Yoga 11e 4GB Intel,SSD,1350,Used,Greater Accra,Accra Metropolitan
New Desktop Computer Asus ROG Strix GL12 16GB Intel Core I7,SSD,13999,Brand New,Greater Accra,Labadi
Laptop HP EliteBook 820 G1 8GB Intel Core I5,SSD,1750,Used,Western Region,Takoradi
Wonderful Samsung 75 Smart Crystal UHD,4K,17999,Unknown,Greater Accra,Adabraka
"Charger for Select HP Omnibook, Pavilion and",Presario,190,Brand New,Greater Accra,Kokomlemle
Laptop HP EliteBook 840 G8 16GB Intel Core I5,SSD,6500,Used,Greater Accra,Kokomlemle
Laptop Dell Latitude 14 7404 4GB Intel Core 2 Quad,HDD,1100,Used,Greater Accra,Lapaz
New Laptop Toshiba 6GB Intel Core I7,HDD+SSD,2500,Brand New,Ashanti,Kumasi Metropolitan
Laptop HP 15 4GB Intel,HDD,1200,Used,Greater Accra,Kokomlemle
Laptop Dell Latitude 7280 8GB Intel Core I7,SSD,3500,Used,Greater Accra,Tema Metropolitan
Desktop Computer 24GB Intel Core I5,HDD+SSD,7400,Used,Greater Accra,Tema Metropolitan
"Toshiba Laptop Replacement AC Adapter Charger - 19V,",3.42A,120,Brand New,Greater Accra,East Legon
New Laptop HP Stream Notebook 8GB Intel Core I3,HDD,1900,Brand New,Greater Accra,Accra Metropolitan
Laptop Apple MacBook Air 2013 4GB Intel Core I5,SSD,3000,Used,Greater Accra,Burma Camp
Laptop Sony VAIO E14135 4GB Intel,HDD,1300,Used,Greater Accra,Tema Metropolitan
Laptop HP EliteBook X360 1040 G5 8GB Intel Core I5,SSD,4500,Used,Greater Accra,Circle
Laptop HP Pavilion TouchSmarT 15 4GB AMD A10,HDD,1700,Used,Greater Accra,Accra Metropolitan
Lenovo Ideacentre AIO 730S 8GB Intel Core I5,HDD,2000,Used,Greater Accra,Accra Metropolitan
HDD Caddy,for,60,Brand New,Greater Accra,Adabraka
Laptop Microsoft Surface Laptop 2 8GB Intel Core i5,SSD,4199,Used,Ashanti,Kumasi Metropolitan
Laptop Asus N53JN 16GB Intel Core I7,SSD,4999,Used,Greater Accra,Accra Metropolitan
Laptop Apple MacBook Pro 2020 16GB Intel Core I5,SSD,13900,Used,Greater Accra,Accra Metropolitan
Laptop Apple MacBook Pro 2017 8GB Intel Core I5,SSD,7200,Used,Greater Accra,Kokomlemle
Laptop HP Pavilion 15 8GB Intel Core I5,SSD,6500,Used,Greater Accra,Achimota
New Desktop Computer Gigabyte GB-BACE-3010 64GB Intel Core,I9,18600,Brand New,Greater Accra,Darkuman
Laptop HP 15-ra003nia 8GB Intel Core i5,HDD,2800,Used,Greater Accra,Kokomlemle
New Desktop Computer Asus ROG G20CB 16GB Intel Core I5,SSD,5899,Brand New,Greater Accra,Dome
"Multifunctional 3 in 1 Backpack in Black, Ash, Blue",and,150,Unknown,Greater Accra,East Legon
Desktop Computer Apple iMac 8GB Intel Core i5,SSD,5000,Used,Greater Accra,Accra Metropolitan
Original Dell Precision and Alienware Big Pin,240W,600,Brand New,Greater Accra,East Legon
New Laptop HP EliteBook 830 4GB Intel Core 2 Duo,HDD,850,Brand New,Greater Accra,Kokomlemle
Laptop Cooling Fan for,All,90,Brand New,Greater Accra,Circle
Laptop HP ZBook 17 G4 16GB Intel Core I7,SSD,5000,Used,Ashanti,Kumasi Metropolitan
New Laptop MSI GF63 32GB Intel Core I5,SSD,9900,Brand New,Greater Accra,Adenta
New Laptop Dell XPS 13 4GB Intel,HDD,670,Brand New,Greater Accra,Circle
New Laptop HP 15 8GB Intel Core I3,SSD,5500,Brand New,Greater Accra,East Legon
Laptop HP EliteBook 840 G3 8GB Intel Core I5,SSD,2700,Used,Ashanti,Kumasi Metropolitan
Laptop Dell Latitude 7280 8GB Intel Core I5,SSD,2800,Used,Greater Accra,Kokomlemle
Small Pin Charger For,Lenovo,80,Brand New,Greater Accra,Ashaiman Municipal
Desktop Computer Dell OptiPlex 3050 8GB Intel Core I5,SSD,2000,Used,Greater Accra,Lapaz
Laptop Bag,or,220,Brand New,Greater Accra,Alajo
Laptop Dell 16GB Intel Core I7,SSD,14500,Used,Greater Accra,East Legon
Motorola Moto E,2020,400,Brand New,Greater Accra,Haatso
Laptop Dell Latitude 5529 8GB Intel Core I5,SSD,5550,Used,Greater Accra,Adenta
Laptop HP Pavilion 15 16GB Intel Core I5,HDD,2700,Used,Greater Accra,Adabraka
New Laptop HP EliteBook 745 G6 16GB AMD Ryzen,SSD,4500,Brand New,Greater Accra,Kokomlemle
Laptop HP Spectre X360 16GB Intel Core I7,SSD,10000,Used,Greater Accra,Accra Metropolitan
512GB SSD For Macbook Pro/Air 2013,To,700,Brand New,Greater Accra,Accra Metropolitan
MTN 4G Mobile Wifi ZLT,M30,270,Unknown,Greater Accra,Kokomlemle
Desktop Computer Apple iMac 8GB Intel Core I5,HDD,5500,Used,Greater Accra,Dansoman
Laptop Lenovo ThinkPad L380 8GB Intel Core I5,SSD,3900,Used,Ashanti,Kumasi Metropolitan
New Desktop Computer Dell OptiPlex 7010 8GB Intel Core I7,SSD,12688,Brand New,Greater Accra,Kokomlemle
Hp Probook Battery for 4320s 4321s 4325s 4326s,4420s,200,Brand New,Greater Accra,Accra New Town
Laptop Toshiba 8GB Intel Pentium,HDD,1450,Used,Greater Accra,Adenta
Multimedia Keyboard,2.4,149,Brand New,Greater Accra,Accra Metropolitan
